what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338640535791
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338640535791
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338640538164
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338640538164
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640539521
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640628974
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338640656585
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338640661621
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338640663585
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338640677053
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338640684320
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338640759062
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338640778298
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338640789474
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338640790537
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338640797237
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640825954
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640847797
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640864788
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640870757
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640871849
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640956358
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640963007
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640986156
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338640987034
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641161488
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641171233
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641196160
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641199579
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641201444
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1338641201451
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1338641201451
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338641201499
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338641201598
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641205051
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641295904
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641299818
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641370754
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641380770
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641381995
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1338641382008
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338641382171
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338641394241
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641399603
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641405408
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1338641410202
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338641410295
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338641417185
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641440041
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641580198
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1338641583446
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1338641583449
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1338641583483
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100529-0735,"org.eclipse.ecf.identity",1338641583522
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1338641583535
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer.httpclient",1338641583544
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer",1338641583547
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641583826
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1338641634654
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1338641634661
started,bundle,org.eclipse.equinox.p2.touchpoint.natives,1.0.200.v20100503a,"org.eclipse.equinox.p2.touchpoint.natives",1338641634776
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641673898
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1338641673938
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641674245
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641697704
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641709754
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641720018
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641721106
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641992149
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338641998652
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642002961
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642143928
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642144962
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642256554
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642258449
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642258570
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642261587
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642263595
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642266880
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642358707
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338642369135
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338642369240
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642377603
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642395495
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642396386
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642508066
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338642511093
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642535093
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642536554
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1338642536560
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1338642536561
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642539185
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642726300
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338642729611
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338642729740
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338642731124
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338642731125
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338642731143
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338642731174
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642758938
error,log,,,"An error occurred while collecting items to be installed",1338642840720
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642853558
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642861404
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642900119
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1338642900130
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642901362
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642970253
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642974880
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642985234
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338642992924
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643202717
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643206589
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643207882
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1338643207888
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1338643207888
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643210907
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643215602
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643226009
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643233048
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643238151
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643239473
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1338643239481
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643239628
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643239661
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338643255325
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643258478
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643259744
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643259841
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643261388
executed,command,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.deubg.ui.phpexeShortcut.run",1338643261395
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643264918
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643266184
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1338643266194
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643266368
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643291753
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643379165
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338643381034
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643385204
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643387382
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643395282
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643399055
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643407595
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643419449
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643421762
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338643423886
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338643424027
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643427418
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643428688
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643440149
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1338643461853
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1338643463737
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643474523
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643478202
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643480603
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643492322
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1338643495425
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643497738
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643500985
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643501583
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1338643507342
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1338643509384
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643511308
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643514905
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643520623
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1338643523322
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1338643528505
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643530098
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643532721
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643534059
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338643540657
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643546213
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643550037
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643552010
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643565037
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338643567870
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1338643569716
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643572860
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643582595
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1338643582628
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1338643587177
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643588117
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338643603494
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1338643613729
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643613864
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643624799
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643628736
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338643630896
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643634735
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1338643636174
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1338643636193
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643636364
opened,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643678693
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643678750
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.window.newEditor",1338643678750
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338643682289
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1338643685497
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643685583
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643693866
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643702594
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338643706694
executed,command,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui.phpServerShortcut.run",1338643713169
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643713270
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643730205
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1338643733335
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1338643749952
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338643758314
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1338643758431
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1338643795018
